Algorithm,"Reward_(0.0, 0.0)","Reward_(0.04, 0.0)","Drop_Rate_(0.04, 0.0)(%)","Reward_(0.06, 0.0)","Drop_Rate_(0.06, 0.0)(%)","Reward_(0.08, 0.0)","Drop_Rate_(0.08, 0.0)(%)","Reward_(0.12, 0.0)","Drop_Rate_(0.12, 0.0)(%)"
mir_mappo,-59.7872,-59.2365,-0.9211001685979593,-59.8117,0.04097867101988937,-59.6588,-0.2147616881205328,-59.8656,0.13113174726363172
drqn_critic_mappo,-63.0883,-63.7583,1.062003572770231,-64.0233,1.482049762000259,-63.7383,1.0303019735830663,-63.9157,1.311495158373271
mappo,-59.5428,-60.2929,1.2597660842284932,-59.446,-0.1625721329866949,-60.9505,2.364181731460392,-61.357,3.046883922153475
egnnv2_mappo,-45.6478,-45.0596,-1.288561551706749,-45.598,-0.10909616673749364,-45.7797,0.288951493828841,-47.0582,3.089743645915034
gcn_mappo,-60.2717,-60.9971,1.203549924757391,-61.3946,1.8630634277778695,-60.1199,-0.2518594962478269,-61.0377,1.2709115555061468
gat_mappo,-69.687,-68.522,-1.6717608736206067,-68.8298,-1.2300716058949184,-70.0532,0.5254925595878805,-69.6544,-0.046780604703893384
graphsage_mappo,-54.9605,-55.2241,0.47961717961080536,-55.051,0.1646637130302648,-55.0527,0.1677568435512746,-56.3071,2.450123270348696
mappo_data_aug,-62.8329,-64.016,1.882930757612657,-63.2588,0.6778296083739547,-63.5648,1.1648356195559906,-64.5847,2.7880298378715542
