Step,Episode Rewards
10000,-2.800238847732544
20000,-0.7994645833969116
30000,2.040654182434082
40000,5.611987113952637
50000,8.440509796142578
60000,9.52667236328125
70000,10.177652359008789
80000,13.67629337310791
90000,14.148512840270996
100000,12.886614799499512
110000,15.119424819946289
120000,16.140403747558594
130000,15.198138236999512
140000,13.008493423461914
150000,16.200908660888672
160000,13.82855224609375
170000,20.705150604248047
180000,17.210514068603516
190000,20.01339340209961
200000,18.789810180664062
210000,15.848063468933105
220000,25.01537322998047
230000,21.94478416442871
240000,19.325111389160156
250000,18.975648880004883
260000,20.94431495666504
270000,19.71096420288086
280000,19.042131423950195
290000,19.355615615844727
300000,23.043014526367188
310000,18.019826889038086
320000,23.69708251953125
330000,22.201812744140625
340000,19.200315475463867
350000,18.25016975402832
360000,20.614809036254883
370000,21.101194381713867
380000,21.797258377075195
390000,19.12342071533203
400000,18.551956176757812
410000,20.43880271911621
420000,23.055091857910156
430000,19.412946701049805
440000,16.93609046936035
450000,20.589933395385742
460000,22.124618530273438
470000,24.653291702270508
480000,23.426881790161133
490000,19.144311904907227
500000,21.09758758544922
510000,22.870567321777344
520000,19.900693893432617
530000,22.744876861572266
540000,19.440771102905273
550000,19.273099899291992
560000,16.398738861083984
570000,19.267271041870117
580000,12.826020240783691
590000,15.444315910339355
600000,19.44045066833496
610000,18.577720642089844
620000,22.199256896972656
630000,19.907991409301758
640000,20.708816528320312
650000,22.53776741027832
660000,9.740870475769043
670000,18.50303077697754
680000,18.283180236816406
690000,21.62312126159668
700000,32.75083923339844
710000,22.628408432006836
720000,23.260921478271484
730000,27.409452438354492
740000,34.17776107788086
750000,39.394954681396484
760000,37.99284362792969
770000,39.06954574584961
780000,38.0609245300293
790000,37.62220001220703
800000,36.93684005737305
810000,35.31713104248047
820000,26.96238136291504
830000,39.16298294067383
840000,27.071170806884766
850000,34.55519104003906
860000,36.22262954711914
870000,41.24942398071289
880000,31.6843318939209
890000,40.67682647705078
900000,42.239356994628906
910000,41.297664642333984
920000,41.29106521606445
930000,45.30763244628906
940000,56.63047409057617
950000,55.860897064208984
960000,46.628543853759766
970000,43.39231491088867
980000,45.26528549194336
990000,56.040374755859375
1000000,60.984642028808594
1010000,53.59370040893555
1020000,63.90755844116211
1030000,69.78044128417969
1040000,45.70725631713867
1050000,48.84205627441406
1060000,54.413936614990234
1070000,50.07973861694336
1080000,68.14308166503906
1090000,57.44341278076172
1100000,74.6062240600586
1110000,82.07246398925781
1120000,91.00753021240234
1130000,82.60799407958984
1140000,115.28401947021484
1150000,118.95528411865234
1160000,109.02449798583984
1170000,98.65293884277344
1180000,127.76988983154297
1190000,148.00621032714844
1200000,141.9216766357422
1210000,133.3780059814453
1220000,154.78184509277344
1230000,168.73097229003906
1240000,190.1134490966797
1250000,179.23275756835938
1260000,188.28256225585938
1270000,177.5815887451172
1280000,139.5790252685547
1290000,130.19192504882812
1300000,173.72898864746094
1310000,208.7812957763672
1320000,218.16139221191406
1330000,203.22206115722656
1340000,204.2909698486328
1350000,205.8515167236328
1360000,140.49119567871094
1370000,132.00050354003906
1380000,198.1089630126953
1390000,214.74514770507812
1400000,189.99334716796875
1410000,192.21408081054688
1420000,194.25027465820312
1430000,198.0697479248047
1440000,218.35525512695312
1450000,191.93746948242188
1460000,234.48907470703125
1470000,252.80361938476562
1480000,234.9382781982422
1490000,221.60968017578125
1500000,211.60548400878906
1510000,232.3719940185547
1520000,234.1329345703125
1530000,218.65882873535156
1540000,192.04730224609375
1550000,215.18472290039062
1560000,237.50808715820312
1570000,277.9019470214844
1580000,261.0514221191406
1590000,218.87582397460938
1600000,260.17437744140625
1610000,231.71336364746094
1620000,267.5332946777344
1630000,211.98458862304688
1640000,223.35272216796875
1650000,220.3678741455078
1660000,248.7848358154297
1670000,216.87913513183594
1680000,198.07908630371094
1690000,184.82147216796875
1700000,184.15843200683594
1710000,138.12808227539062
1720000,198.1311798095703
1730000,193.44223022460938
1740000,249.13754272460938
1750000,273.5351867675781
1760000,252.48753356933594
1770000,251.44454956054688
1780000,243.64892578125
1790000,260.3430480957031
1800000,268.88983154296875
1810000,252.07139587402344
1820000,303.9832458496094
1830000,277.075927734375
1840000,248.71974182128906
1850000,282.00341796875
1860000,273.61688232421875
1870000,251.4730224609375
1880000,267.11309814453125
1890000,217.5824432373047
1900000,255.2674102783203
1910000,278.1210021972656
1920000,255.23101806640625
1930000,301.1963806152344
1940000,247.36898803710938
1950000,286.6341857910156
1960000,266.051025390625
1970000,252.39930725097656
1980000,247.1436004638672
1990000,263.8432922363281
2000000,279.825927734375
