Algorithm,"Reward_(0.0, 0.0)","Reward_(0.1, 0.0)","Drop_Rate_(0.1, 0.0)(%)","Reward_(0.2, 0.0)","Drop_Rate_(0.2, 0.0)(%)"
egnnv2_mappo,-45.5449,-45.3921,-0.33549310680229655,-45.8906,0.7590311977850446
gat_mappo,-69.2995,-69.891,0.8535415118435351,-70.033,1.0584491951601476
gcn_mappo,-60.7159,-61.1954,0.7897437079908256,-62.1214,2.31487962790637
graphsage_mappo,-55.0528,-55.5918,0.9790601023017931,-57.0565,3.639596896070685
mappo,-60.5309,-61.1592,1.0379822536919092,-61.3884,1.416631835971371
mappo_data_aug,-63.8693,-63.1499,-1.1263627439160915,-64.2009,0.519185273676088
mir_mappo,-60.1138,-60.1828,0.1147822962447934,-60.351,0.394584937235712
drqn_critic_mappo,-64.2557,-64.5564,0.4679740474385805,-64.6572,0.6248472898124191
