Algorithm,"Reward_(0.0, 0.0)","Reward_(0.0, 0.1)","Drop_Rate_(0.0, 0.1)(%)","Reward_(0.0, 0.2)","Drop_Rate_(0.0, 0.2)(%)","Reward_(0.0, 0.3)","Drop_Rate_(0.0, 0.3)(%)","Reward_(0.0, 0.4)","Drop_Rate_(0.0, 0.4)(%)"
egnnv2_mappo,-17.5614,-17.5611,-0.00170829204960482,-17.5737,0.07003997403395947,-17.5959,0.19645358570501958,-17.6299,0.3900600179940109
drqn_critic_mappo,-55.2714,-55.2742,0.005065911122208918,-55.4517,0.3262084911907471,-55.5424,0.4903078264708345,-55.4821,0.3812098119461471
mir_mappo,-57.6486,-57.7777,0.22394299254448694,-58.0211,0.646156194599687,-58.4466,1.384248706820278,-59.343,2.9391867278650334
mappo,-37.5646,-37.5854,0.05537128040762117,-37.6212,0.15067377264766055,-37.7328,0.4477619886808293,-37.9832,1.1143470182033028
gat_mappo,-44.4313,-44.4723,0.09227729100880869,-44.5267,0.2147135015180693,-44.6278,0.44225579715200847,-44.7214,0.6529181005282367
gcn_mappo,-36.6101,-36.7029,0.25348196262779094,-36.8967,0.7828440785466304,-37.2154,1.6533688790798158,-37.6756,2.9103990428870725
graphsage_mappo,-34.6571,-34.6787,0.06232489158065562,-34.7266,0.20053610948405348,-34.7996,0.4111711597334985,-34.926,0.7758871919462452
mappo_data_aug,-62.7823,-63.1224,0.5417131898640215,-63.5949,1.2943138432328911,-64.0506,2.020155362259751,-64.6392,2.957680747599249
