Algorithm,"Reward_(0.05, 0.0)","Reward_(0.05, 0.1)","Drop_Rate_(0.05, 0.1)(%)","Reward_(0.05, 0.2)","Drop_Rate_(0.05, 0.2)(%)","Reward_(0.05, 0.3)","Drop_Rate_(0.05, 0.3)(%)","Reward_(0.05, 0.4)","Drop_Rate_(0.05, 0.4)(%)"
egnn_critic_mappo,21.34616,20.52192,3.8613033913359573,18.54246,13.134446663943317,19.455759999999998,8.855925374868374,21.480400000000003,-0.6288718907756801
gat_mappo,17.118959999999998,16.77688,1.998252230275667,17.81468,-4.064031927173155,16.018880000000003,6.4260913046119335,15.80368,7.683177015426159
gcn_mappo,17.436876,17.065588888888886,2.129321279288306,17.20386,1.3363402939838693,16.553379999999997,5.066825043660369,17.76107,-1.8592435938639382
graphsage_mappo,18.35562,18.01578,1.8514220712784362,17.56206,4.323253586639947,18.13336,1.210855312977707,18.302619999999997,0.2887399063611081
mappo_data_aug,18.9959,20.065939999999998,-5.633005016872056,19.732000000000003,-3.8750467206081525,18.4713,2.761648566269561,19.7279,-3.8534631157249875
mappo,20.540660000000003,18.92282,7.876280509000202,20.26716,1.331505414139575,18.56566,9.615075659691563,20.17684,1.7712186463336814
