Algorithm,"Reward_(0.0, 0.0)","Reward_(0.04, 0.0)","Drop_Rate_(0.04, 0.0)(%)","Reward_(0.06, 0.0)","Drop_Rate_(0.06, 0.0)(%)","Reward_(0.08, 0.0)","Drop_Rate_(0.08, 0.0)(%)","Reward_(0.12, 0.0)","Drop_Rate_(0.12, 0.0)(%)"
egnnv2_mappo,-17.4289,-17.4143,-0.08376891255327616,-17.4303,0.008032635450316945,-17.4641,0.20196340560792522,-17.56,0.7521989339545238
mappo,-36.5061,-36.631,0.3421346021623692,-36.7133,0.5675763776464567,-36.7957,0.7932920799537418,-37.0456,1.4778352111016972
gcn_mappo,-36.1343,-36.1546,0.05617930885612527,-36.1713,0.10239578461461556,-36.1913,0.15774485737926305,-36.2471,0.312168770392674
graphsage_mappo,-34.3097,-34.3421,0.0944339355925661,-34.3601,0.1468972331439894,-34.3846,0.21830561036674623,-34.4359,0.3678260083882902
gat_mappo,-43.7205,-43.7058,-0.03362267128691967,-43.6989,-0.049404741482827044,-43.6821,-0.08783065152503489,-43.6781,-0.09697967772555359
mappo_data_aug,-62.6816,-63.3127,1.006834541556049,-63.8804,1.9125229732489253,-64.4402,2.8056080253216273,-65.8132,4.996043496017957
mir_mappo,-56.8296,-56.9974,0.29526866280952135,-57.0317,0.35562453369371155,-57.0153,0.3267663330377201,-57.0309,0.3542168165885443
drqn_critic_mappo,-55.9234,-56.4044,0.8601050722953212,-56.7124,1.4108584242016786,-56.9975,1.9206629067617516,-57.5105,2.8379891065278566
