Algorithm,"Reward_(0.0, 0.0)","Reward_(0.05, 0.1)","Drop_Rate_(0.05, 0.1)(%)","Reward_(0.05, 0.2)","Drop_Rate_(0.05, 0.2)(%)","Reward_(0.05, 0.3)","Drop_Rate_(0.05, 0.3)(%)","Reward_(0.05, 0.4)","Drop_Rate_(0.05, 0.4)(%)"
egnnv2_mappo,2259.848,2265.4856,-0.24946810581950737,2264.271,-0.19572112814668194,2241.8961,0.794385286090039,2187.2569,3.2122116177725273
gat_mappo,347.4324,339.9099,2.1651693969819683,332.669,4.249287055553826,315.4816,9.196263791172028,317.3668,8.653654639003145
graphsage_mappo,163.0728,160.3123,1.6928022331130683,151.0193,7.391484048841998,142.6304,12.535750903890772,136.4665,16.31559646979754
mappo,2038.5795,2035.7942,0.13662945202774807,2029.1905,0.46056580084319126,2017.2848,1.0445852123991313,2000.5864,1.8637046041128216
gcn_mappo,531.352,522.8733,1.5956842168656566,504.1477,5.119826405094926,468.5797,11.813694123669427,443.5203,16.52985215073999
mappo_data_aug,1568.9688,1529.1972,2.534887883047772,1466.5572,6.5273190900928135,1406.8933,10.330065199511942,1390.668,11.364203035777397
